cliente_id,genero,edad,ubicacion,frecuencia_compra,promedio_gasto,dias_desde_ultima_compra,tiempo_promedio_sesion,paginas_vistas_promedio,nivel_satisfaccion,carritos_abandonados,total_compras,email_abierto_30d,cliente_abandona,dias_registro,usa_movil,uso_cupon,visitas_semana,metodo_pago
11572,M,36,Carchi,1.66,36.73,39,151,15,1,2,69,9,Sí,1963,1,0,3,PayPal
11573,M,59,Loja,1.74,47.48,44,409,17,3,2,3,0,Sí,1516,0,0,8,PayPal
11574,M,40,Cuenca,4.16,54.53,67,316,8,2,2,47,6,No,1484,1,0,4,Efectivo
11575,F,64,Francisco de Orellana,0.05,33.95,10,121,16,5,2,99,1,Sí,789,1,1,8,Tarjeta
11576,M,37,Cotopaxi,0.18,47.73,112,361,1,5,2,20,6,No,1271,1,1,6,PayPal
11577,F,22,Macas,0.04,38.83,17,313,8,3,2,20,7,Sí,1807,1,1,0,PayPal
11578,F,66,Manabí,0.65,25.61,62,396,16,1,0,89,0,No,510,0,0,13,Tarjeta
11579,F,65,Nueva Loja,0.27,24.21,117,476,3,2,0,93,5,No,162,0,1,1,Transferencia
11580,F,61,Machala,5.66,36.51,94,482,17,3,0,76,1,No,1733,0,1,7,PayPal
11581,M,63,Azogues,0.74,30.57,119,185,10,5,1,6,3,No,1351,1,1,7,Transferencia
11582,F,46,Guayaquil,0.1,70.27,12,226,3,4,0,60,7,No,1227,1,0,2,Transferencia
11583,F,50,Babahoyo,0.19,43.8,83,309,10,5,1,38,3,No,1821,1,1,3,Transferencia
11584,M,27,Zamora Chinchipe,4.71,59.59,111,459,15,3,1,67,5,No,1828,1,0,9,Tarjeta
11585,M,59,Guaranda,2.1,43.25,36,365,17,3,2,99,3,No,1706,0,0,3,Efectivo
11586,F,58,El Oro,12.51,49.14,36,593,14,3,4,41,9,No,947,1,1,0,Transferencia
11587,F,67,Imbabura,1.3,44.35,37,125,15,3,0,18,1,Sí,384,0,0,5,Efectivo
11588,M,56,Bolívar,0.89,31.66,48,568,4,2,3,31,8,Sí,1188,0,1,1,Efectivo
11589,F,47,Esmeraldas,0.21,67.64,5,538,3,2,1,68,4,Sí,1694,0,0,12,Transferencia
11590,F,45,Pastaza,8.93,45.19,24,323,16,1,0,56,8,Sí,1017,1,0,5,Efectivo
11591,M,45,Carchi,1.97,4.67,109,287,15,5,2,14,7,No,887,1,0,14,PayPal
11592,M,50,Santa Elena,0.91,58.01,100,568,1,3,3,35,5,Sí,1302,1,1,11,Transferencia
11593,F,18,Latacunga,0.56,43.82,50,398,15,5,1,38,0,No,1347,1,0,3,Tarjeta
11594,F,44,Loja,0.92,54.92,49,579,10,4,0,74,3,No,1297,0,0,2,Transferencia
11595,M,64,Cañar,2.42,48.04,97,583,5,3,0,86,9,Sí,1853,1,1,3,Efectivo
11596,F,64,Babahoyo,0.79,66.59,25,460,7,4,2,17,5,Sí,891,0,0,13,PayPal
11597,F,33,Quito,1.76,30.22,107,179,15,4,1,8,2,No,1513,0,1,4,Tarjeta
11598,M,40,Loja,1.33,37.06,54,124,15,1,2,29,9,Sí,1508,0,0,13,Transferencia
11599,F,53,Azuay,2.75,41.66,71,125,17,1,0,23,2,Sí,1936,0,1,1,Tarjeta
11600,M,63,Puerto Baquerizo Moreno,6.73,63.3,74,93,1,5,1,97,8,Sí,1359,0,0,6,Efectivo
11601,M,61,Cañar,0.64,28.97,4,495,7,1,0,85,4,No,1714,1,0,7,Tarjeta
11602,F,31,Galápagos,3.09,21.48,33,362,13,3,1,18,4,No,1819,1,1,11,Transferencia
11603,F,35,Orellana,1.33,51.6,93,340,11,3,2,77,6,No,384,1,1,6,Transferencia
11604,M,60,Santo Domingo,4.95,52.31,1,527,14,5,1,39,6,No,950,0,1,2,Tarjeta
11605,M,50,Tulcán,4.57,35.03,107,127,9,3,1,68,2,No,1235,1,0,11,Transferencia
11606,M,20,Pichincha,0.83,41.31,115,244,3,3,3,21,8,No,456,1,0,11,Tarjeta
11607,M,52,Bolívar,0.96,34.62,23,423,2,3,1,36,6,No,641,1,1,4,PayPal
11608,F,50,Babahoyo,1.14,54.64,54,193,6,3,1,2,6,No,218,1,0,7,Transferencia
11609,F,35,Los Ríos,0.37,71.01,106,503,14,3,2,7,0,No,377,0,0,8,PayPal
11610,F,50,Francisco de Orellana,2.95,68.21,104,255,2,1,2,26,2,Sí,1430,0,0,13,Tarjeta
11611,F,18,Manabí,2.73,47.52,51,533,2,5,5,76,9,Sí,119,0,0,7,Efectivo
11612,F,64,Riobamba,1.07,29.36,77,422,6,5,2,39,5,No,852,0,0,7,Tarjeta
11613,F,48,Macas,3.74,27.07,67,217,14,3,0,7,0,No,1631,0,1,0,Efectivo
11614,F,48,Pichincha,1.78,73.87,24,344,14,5,2,81,0,Sí,677,0,1,13,PayPal
11615,F,19,Cotopaxi,3.54,22.18,23,111,3,4,1,11,4,Sí,399,1,1,14,Tarjeta
11616,F,58,Loja,0.05,71.53,82,442,12,5,1,71,9,Sí,781,0,1,6,PayPal
11617,F,48,Macas,0.84,35.84,44,164,16,2,2,78,5,No,503,0,1,3,Transferencia
11618,F,40,Cañar,3.55,68.75,118,250,16,1,4,72,3,No,69,0,1,14,PayPal
11619,F,35,Los Ríos,2.38,40.96,75,465,11,4,3,28,2,No,1484,1,0,8,Transferencia
11620,F,69,Orellana,5.26,51.65,84,433,15,4,1,22,7,Sí,1769,1,1,8,Efectivo
11621,M,64,Azuay,0.91,40.16,96,521,17,1,1,69,0,No,748,0,1,13,Efectivo
11622,F,54,Cuenca,1.37,55.49,116,335,9,2,2,4,9,Sí,1426,0,1,6,Transferencia
11623,M,18,Santa Elena,1.33,42.78,1,189,1,2,2,96,6,No,1721,0,1,2,Efectivo
11624,M,54,Puyo,0.91,53.73,62,335,9,4,0,44,6,No,540,0,1,2,PayPal
11625,M,29,Nueva Loja,3.17,49.28,70,491,7,3,0,44,2,No,1059,0,1,2,Tarjeta
11626,F,32,Manabí,3.72,30.07,41,506,16,2,0,17,6,Sí,934,0,1,10,Efectivo
11627,F,36,Cuenca,3.51,33.29,49,281,10,4,2,31,5,No,1490,0,0,3,Efectivo
11628,M,18,Cotopaxi,4.09,21.81,108,194,5,1,1,64,2,No,880,1,0,14,Efectivo
11629,M,66,Orellana,1.43,44.32,60,517,18,3,1,31,2,No,801,0,0,13,Transferencia
11630,M,38,Galápagos,0.0,48.13,17,347,9,2,2,61,1,Sí,1689,1,1,8,Transferencia
11631,M,66,Cuenca,0.75,63.63,86,541,10,3,1,60,4,No,1501,0,1,4,Efectivo
11632,M,54,Sucumbíos,11.16,53.01,77,371,9,3,0,52,8,No,1787,0,1,8,PayPal
11633,F,19,El Oro,0.47,30.87,5,337,18,2,4,41,3,No,1675,0,0,10,Transferencia
11634,F,59,Cañar,3.17,41.96,58,190,18,5,2,5,6,Sí,1116,1,0,2,PayPal
11635,M,67,Esmeraldas,0.94,37.08,74,344,15,2,5,26,7,No,1639,1,0,5,Tarjeta
11636,M,46,Azuay,1.55,51.67,63,94,14,2,0,81,8,Sí,228,0,0,4,Efectivo
11637,M,20,El Oro,0.56,48.6,100,509,15,4,3,79,9,No,353,0,1,9,PayPal
11638,M,49,Pastaza,0.73,46.1,1,333,18,3,2,85,7,No,501,0,0,10,Tarjeta
11639,M,19,Cuenca,4.2,26.27,76,426,11,4,0,28,6,No,361,1,1,11,PayPal
11640,M,36,Tungurahua,0.48,46.51,5,544,15,1,1,17,8,No,582,0,1,3,Tarjeta
11641,M,18,Tena,0.65,37.76,39,191,19,3,2,16,3,Sí,1868,1,0,13,PayPal
11642,F,34,Riobamba,1.78,58.22,107,266,9,2,3,63,6,Sí,720,1,1,3,PayPal
11643,F,19,Nueva Loja,0.49,37.96,48,425,2,2,2,62,6,No,1551,1,1,8,Efectivo
11644,F,58,Carchi,0.27,48.41,78,198,10,2,0,38,3,No,1663,0,1,0,PayPal
11645,M,44,Guayaquil,7.12,40.73,95,244,18,2,1,27,0,Sí,764,1,1,3,PayPal
11646,M,69,Azuay,1.08,43.6,66,338,16,1,0,29,6,No,1094,0,0,10,Transferencia
11647,F,29,Nueva Loja,3.69,50.35,56,545,3,1,3,23,8,No,1307,1,1,12,Tarjeta
11648,M,20,Azuay,1.54,64.76,5,385,4,3,1,85,6,Sí,1571,0,0,8,Transferencia
11649,M,29,Tena,1.33,74.34,36,497,11,1,1,78,5,No,751,1,0,2,Tarjeta
11650,F,32,Morona Santiago,4.21,64.99,97,295,2,4,2,64,9,No,1087,0,0,12,Transferencia
11651,M,52,Santo Domingo,1.03,35.75,8,496,12,4,0,49,1,No,751,0,0,12,Tarjeta
11652,M,58,Tungurahua,1.66,35.23,24,488,12,3,1,9,8,No,1346,0,1,0,Efectivo
11653,F,21,Bolívar,1.88,46.93,101,196,5,1,2,36,5,No,1020,1,0,5,Transferencia
11654,M,21,Zamora,0.96,50.45,112,592,5,2,2,17,1,No,1575,1,1,14,PayPal
11655,M,46,Sucumbíos,2.64,31.35,107,375,16,2,1,50,8,No,1737,0,1,2,Efectivo
11656,F,51,Carchi,4.03,48.08,93,241,2,5,0,38,5,No,982,1,0,10,Efectivo
11657,F,43,Imbabura,14.41,34.06,86,142,12,2,2,32,9,Sí,93,1,1,5,PayPal
11658,M,30,Morona Santiago,0.68,56.79,109,392,3,5,1,13,5,Sí,1042,1,0,0,Transferencia
11659,M,68,Nueva Loja,0.0,8.51,69,406,4,2,1,51,5,Sí,317,0,1,12,Tarjeta
11660,M,49,Azuay,0.64,51.41,24,472,17,4,1,21,8,No,743,1,1,3,Transferencia
11661,M,45,Bolívar,1.01,40.74,40,375,14,5,0,43,6,No,616,0,0,0,PayPal
11662,M,50,Tena,0.9,9.67,0,222,8,2,2,43,6,No,748,0,1,4,Tarjeta
11663,M,28,Nueva Loja,4.01,40.77,106,71,3,3,0,87,1,No,1354,0,0,6,PayPal
11664,M,52,Azuay,6.98,45.91,36,337,12,1,0,99,5,Sí,370,1,0,4,PayPal
11665,M,44,Los Ríos,8.92,14.3,65,534,2,1,0,67,9,Sí,1010,1,1,2,Transferencia
11666,F,50,Los Ríos,2.17,49.52,32,445,12,1,0,62,8,No,1761,1,1,11,Transferencia
11667,F,38,Nueva Loja,1.42,66.91,35,238,7,2,2,36,9,No,1541,0,1,6,Efectivo
11668,M,44,Zamora,0.38,48.99,12,84,2,2,1,33,0,No,169,0,0,9,Transferencia
11669,M,52,Babahoyo,2.57,30.28,81,453,8,4,2,86,9,No,147,1,1,11,PayPal
11670,M,66,Santo Domingo de los Tsáchilas,9.76,61.53,85,249,9,1,2,5,3,No,1250,0,0,12,Efectivo
11671,F,52,Guaranda,3.29,51.32,69,500,1,3,1,83,5,Sí,1084,0,0,13,Efectivo
11672,F,61,Santo Domingo,1.29,49.73,34,158,1,3,0,42,7,No,1434,0,1,10,Tarjeta
11673,M,58,Riobamba,1.1,57.14,99,335,19,2,2,2,9,No,1584,1,1,4,PayPal
11674,M,37,Babahoyo,1.27,27.56,100,437,13,3,1,17,4,Sí,1676,0,0,5,Transferencia
11675,M,55,Ibarra,3.11,56.1,115,500,8,4,0,64,5,Sí,492,1,1,10,Tarjeta
11676,M,22,Francisco de Orellana,1.54,15.43,70,398,8,3,2,2,4,No,387,1,0,12,Efectivo
11677,F,32,Esmeraldas,0.66,50.54,53,567,5,2,0,18,2,No,519,0,0,7,PayPal
11678,M,55,Ambato,3.05,27.27,41,472,18,1,1,74,7,Sí,881,1,1,13,Tarjeta
11679,F,56,Babahoyo,0.45,38.72,53,140,14,4,1,17,2,Sí,1595,1,1,13,Efectivo
11680,M,68,Quito,3.46,35.16,0,364,2,2,3,61,1,No,810,0,0,13,Transferencia
11681,F,25,Orellana,5.87,41.47,72,460,6,5,1,86,8,No,796,0,1,9,Efectivo
11682,M,40,Puyo,0.51,49.46,40,467,5,1,1,37,0,Sí,923,0,1,0,PayPal
11683,F,60,Azuay,3.38,-8.18,30,79,2,1,4,12,2,No,1792,1,0,10,Transferencia
11684,F,33,Tungurahua,8.4,37.07,73,361,2,1,2,27,5,No,1141,1,1,0,Tarjeta
11685,F,58,Cuenca,1.11,33.16,71,234,9,3,2,35,9,Sí,1170,1,1,1,PayPal
11686,F,56,Manabí,1.19,28.2,58,446,19,3,0,16,3,No,893,1,1,3,Transferencia
11687,M,29,Puyo,3.24,38.03,4,598,4,2,3,90,6,No,621,1,0,9,Tarjeta
11688,F,68,Morona Santiago,4.72,55.12,10,366,19,3,1,50,1,No,205,1,0,3,Efectivo
11689,F,54,Ibarra,3.43,46.95,61,313,9,3,4,60,1,No,870,1,1,6,Tarjeta
11690,M,24,Santo Domingo,2.19,32.9,61,484,6,2,0,96,6,Sí,178,0,0,2,Tarjeta
11691,M,39,Santa Elena,3.65,26.13,105,540,3,2,2,96,6,No,285,1,0,4,Efectivo
11692,M,21,Morona Santiago,3.03,49.39,15,276,4,3,1,81,1,No,197,1,0,11,Efectivo
11693,F,29,Santo Domingo de los Tsáchilas,2.42,47.43,79,129,14,1,4,24,7,Sí,1637,1,0,10,Transferencia
11694,F,46,Pichincha,1.42,60.22,69,598,5,3,2,57,6,Sí,1635,1,0,12,PayPal
11695,M,32,Santo Domingo,1.69,42.28,7,69,4,1,1,72,3,No,237,0,1,2,Efectivo
11696,F,19,Zamora Chinchipe,0.36,50.82,90,220,18,2,1,70,1,No,1624,1,0,14,Efectivo
11697,M,49,Santa Elena,2.41,31.34,104,474,1,1,1,95,5,Sí,1007,0,0,0,Efectivo
11698,F,19,Orellana,4.1,58.42,54,175,13,3,4,37,7,Sí,1082,1,0,7,Transferencia
11699,M,61,Santo Domingo,2.94,18.53,106,362,11,1,0,36,7,No,1841,0,0,4,PayPal
11700,F,18,Puyo,0.3,54.93,82,390,1,4,1,51,8,No,1792,1,0,8,Efectivo
11701,F,63,Santo Domingo,2.48,48.7,57,304,8,5,2,14,9,No,231,0,0,6,Transferencia
11702,M,28,Tungurahua,2.49,38.63,17,311,5,2,2,9,7,No,772,1,0,4,Tarjeta
11703,M,43,Francisco de Orellana,0.45,42.7,12,335,6,3,1,9,6,Sí,733,0,0,2,Transferencia
11704,F,61,El Oro,3.32,46.77,95,552,2,1,2,63,6,No,1694,0,1,5,Efectivo
11705,F,40,Machala,2.73,41.48,96,390,8,2,2,49,9,No,72,1,0,8,Tarjeta
11706,F,23,Tungurahua,1.37,33.59,107,228,4,1,1,70,2,No,1404,1,1,9,Transferencia
11707,M,23,Napo,5.01,56.81,56,429,19,5,2,44,4,No,1062,0,0,0,Transferencia
11708,F,24,Quito,1.62,56.47,67,396,1,2,2,39,9,No,373,0,0,4,PayPal
11709,F,68,Ambato,5.04,48.19,67,210,2,1,4,29,0,No,1018,1,1,4,Efectivo
11710,M,34,Pichincha,0.88,40.09,75,180,4,4,0,77,2,No,1208,1,1,9,PayPal
11711,M,67,Tulcán,5.0,40.06,9,469,2,5,4,94,5,Sí,1686,1,0,1,Transferencia
11712,M,18,Los Ríos,8.06,48.78,0,519,17,1,1,37,8,No,1453,0,1,8,PayPal
11713,F,69,Latacunga,0.04,50.37,70,128,1,1,1,95,9,Sí,1277,1,1,7,Transferencia
11714,F,36,Ibarra,3.37,54.03,72,526,10,5,3,67,3,No,486,0,0,12,Tarjeta
11715,M,63,Macas,0.88,48.99,55,176,4,5,0,64,2,Sí,320,0,1,5,Transferencia
11716,F,36,Nueva Loja,3.23,35.64,74,456,8,1,1,38,6,No,1202,1,1,10,Efectivo
11717,F,33,Tena,1.14,39.12,15,341,14,5,1,55,6,No,427,1,0,11,Transferencia
11718,M,30,Tulcán,1.99,39.51,0,557,5,1,4,5,0,No,991,1,0,11,Efectivo
11719,F,59,Cotopaxi,1.32,24.03,33,517,7,3,1,72,3,No,800,0,0,0,Efectivo
11720,F,57,Galápagos,1.27,44.98,71,251,4,4,3,55,3,No,1555,1,0,14,Tarjeta
11721,F,68,Santo Domingo,3.55,33.39,60,420,16,2,1,17,2,No,249,1,0,3,Tarjeta
11722,M,50,Santa Elena,0.6,6.75,85,316,7,5,1,43,9,No,218,0,1,13,Transferencia
11723,F,55,Morona Santiago,3.96,34.03,99,193,19,2,0,87,4,Sí,978,1,1,11,PayPal
11724,F,55,Zamora,5.3,30.46,53,440,10,2,1,85,4,Sí,1240,0,0,7,Tarjeta
11725,F,40,Esmeraldas,0.78,45.24,108,596,13,2,1,49,8,No,1565,0,0,7,Efectivo
11726,M,42,Galápagos,0.07,62.61,64,395,1,1,0,97,3,No,1384,1,0,3,Efectivo
11727,F,29,Santo Domingo,0.28,44.42,37,213,16,4,1,46,0,No,861,1,1,9,Transferencia
11728,F,66,Macas,1.1,32.93,113,388,15,4,1,82,3,No,950,1,1,6,Transferencia
11729,F,67,El Oro,3.52,38.65,88,454,16,2,1,83,4,Sí,607,1,0,9,Tarjeta
11730,M,18,Chimborazo,1.79,-1.95,111,259,13,1,2,95,8,No,119,1,1,14,Tarjeta
11731,F,38,Azuay,3.71,36.16,71,528,11,5,3,44,2,No,929,1,1,13,PayPal
11732,F,60,Tena,1.06,31.72,54,462,17,3,1,90,1,No,171,1,1,12,Transferencia
11733,M,41,Guayaquil,2.2,42.99,9,476,12,5,2,26,8,No,337,1,0,14,PayPal
11734,F,21,El Oro,0.21,63.29,65,580,10,5,2,41,0,No,261,0,1,11,Efectivo
11735,F,27,Morona Santiago,3.17,58.06,105,547,11,1,2,61,7,Sí,552,0,1,7,Efectivo
11736,F,40,Puyo,1.7,53.98,85,572,10,3,0,21,4,Sí,933,0,0,5,Efectivo
11737,M,28,Zamora,2.33,54.36,103,163,10,3,3,97,3,No,304,0,0,12,Transferencia
11738,M,28,Imbabura,1.22,32.38,35,584,19,4,3,96,8,No,978,0,0,12,PayPal
11739,M,63,Chimborazo,7.64,45.34,53,322,11,2,1,12,3,No,773,0,1,9,Transferencia
11740,F,30,Francisco de Orellana,1.33,38.27,1,361,12,5,0,20,2,Sí,1733,0,0,7,Efectivo
11741,F,55,Tungurahua,0.1,49.17,114,384,3,5,2,91,2,Sí,1424,0,1,12,Transferencia
11742,M,51,Sucumbíos,0.39,30.37,33,245,1,1,4,17,0,No,1938,0,1,13,PayPal
11743,M,64,Francisco de Orellana,0.6,29.9,6,520,3,3,1,14,7,Sí,349,0,1,14,Tarjeta
11744,F,57,Orellana,10.08,23.33,31,192,2,5,1,83,4,Sí,780,0,0,12,Transferencia
11745,F,40,Latacunga,1.34,18.6,47,522,18,1,2,20,1,No,624,0,0,5,Transferencia
11746,M,24,Babahoyo,0.08,47.59,29,476,18,1,1,73,7,No,1290,1,0,12,PayPal
11747,M,62,Ambato,1.75,24.65,54,273,8,1,2,69,4,No,1931,0,0,9,PayPal
11748,F,48,Sucumbíos,0.58,26.61,17,173,17,4,1,32,2,No,542,0,0,11,Transferencia
11749,F,28,Macas,0.44,8.94,10,494,15,2,2,35,2,Sí,723,0,1,14,Efectivo
11750,F,27,Riobamba,2.2,15.11,3,563,1,3,1,18,8,No,1799,0,1,7,Tarjeta
11751,F,52,Sucumbíos,0.61,37.43,37,394,14,1,5,24,1,No,738,0,1,6,PayPal
11752,F,19,Quito,0.58,49.15,33,368,16,4,3,75,9,No,1720,0,0,9,Transferencia
11753,F,35,Latacunga,2.18,48.92,94,340,6,4,4,31,7,Sí,537,0,0,4,PayPal
11754,M,47,Carchi,1.08,46.73,72,453,17,3,3,60,1,Sí,170,1,0,1,PayPal
11755,F,68,Cuenca,0.37,24.58,51,485,11,5,3,69,2,No,1343,0,0,13,PayPal
11756,M,36,Quito,0.13,61.5,38,463,16,3,2,59,7,No,1751,0,0,9,Transferencia
11757,F,64,El Oro,0.58,6.34,99,564,19,3,2,2,1,No,816,0,1,2,Transferencia
11758,F,39,Esmeraldas,0.6,56.39,40,336,13,5,1,59,9,Sí,898,1,0,13,Efectivo
11759,M,42,Carchi,0.68,61.9,81,354,15,4,1,62,5,No,691,0,1,11,Tarjeta
11760,M,46,Napo,2.75,62.26,25,238,14,1,2,10,0,Sí,161,0,1,3,Efectivo
11761,F,63,Cotopaxi,0.57,21.19,87,511,16,2,0,2,9,Sí,1681,0,0,8,PayPal
11762,F,26,Santo Domingo de los Tsáchilas,2.32,17.96,49,241,13,3,2,9,4,No,205,0,1,0,PayPal
11763,M,53,Zamora Chinchipe,9.1,50.87,77,220,11,2,2,39,0,No,941,0,1,13,Transferencia
11764,F,29,Santa Elena,1.77,58.7,82,383,17,1,1,88,9,No,241,0,0,11,Tarjeta
11765,F,19,Bolívar,0.37,46.84,38,270,6,2,1,73,7,No,1088,1,0,13,Efectivo
11766,M,42,Carchi,3.67,19.79,85,503,11,4,2,19,6,Sí,66,1,0,12,Tarjeta
11767,M,37,Cotopaxi,0.14,61.23,28,310,3,2,2,80,0,No,1619,0,1,4,PayPal
11768,M,20,Loja,4.29,23.78,23,448,4,1,0,65,2,No,1796,0,0,0,Transferencia
11769,M,27,Santo Domingo de los Tsáchilas,0.57,44.95,89,447,15,1,1,68,8,No,1859,0,1,2,Efectivo
11770,F,69,Cotopaxi,3.84,58.78,72,393,12,4,0,10,4,No,424,0,1,3,Tarjeta
11771,F,62,Pichincha,1.29,59.39,55,194,17,1,3,34,5,No,1636,1,0,2,Tarjeta
11772,M,28,Puyo,0.64,42.98,76,180,8,4,0,97,1,Sí,1535,1,0,14,PayPal
11773,M,53,Babahoyo,3.26,24.26,106,236,13,4,1,19,5,No,79,0,0,2,Tarjeta
11774,F,61,Portoviejo,0.59,30.54,59,449,10,4,4,25,9,Sí,890,0,1,8,Efectivo
11775,F,68,Santo Domingo,10.94,50.48,20,415,1,1,1,81,5,Sí,1514,0,1,7,Tarjeta
11776,F,18,Portoviejo,2.2,49.83,119,595,19,3,0,10,8,No,1482,0,1,10,Efectivo
11777,M,55,Zamora,2.7,42.62,15,103,3,1,1,34,3,Sí,1186,0,0,7,Tarjeta
11778,F,66,Francisco de Orellana,0.64,46.32,93,451,2,1,1,39,0,No,483,0,0,1,PayPal
11779,F,30,Portoviejo,0.1,30.51,115,133,9,5,3,24,6,Sí,1291,1,1,4,Efectivo
11780,F,68,Pastaza,1.24,45.33,69,527,10,4,1,11,2,No,1060,1,1,9,Transferencia
11781,M,54,Nueva Loja,2.99,42.93,117,367,7,3,2,87,8,No,389,1,1,6,PayPal
11782,M,27,Sucumbíos,0.67,2.64,54,385,19,1,2,50,0,No,1903,1,0,12,Transferencia
11783,M,29,Puerto Baquerizo Moreno,4.45,30.72,91,595,11,4,1,39,8,No,343,0,1,8,Efectivo
11784,F,41,Nueva Loja,2.57,43.64,69,451,2,3,1,30,3,Sí,563,1,0,3,Tarjeta
11785,M,55,Guayas,0.28,53.37,71,237,1,3,3,71,8,No,1251,1,1,9,Transferencia
11786,M,61,Santo Domingo,1.92,69.6,28,490,6,4,2,64,0,No,1668,0,0,13,PayPal
11787,F,50,Latacunga,2.66,20.84,61,71,2,2,0,99,3,No,630,1,0,14,Transferencia
11788,F,27,Macas,0.81,34.71,97,460,8,4,0,93,1,No,291,0,0,6,Efectivo
11789,M,44,Puerto Baquerizo Moreno,4.1,66.46,7,588,3,3,2,5,7,No,705,1,1,5,Efectivo
11790,F,38,Zamora Chinchipe,2.96,34.57,102,320,11,1,1,63,8,No,1280,1,0,11,Transferencia
11791,M,53,Ibarra,1.87,62.04,112,236,5,3,2,66,6,No,870,1,0,4,Transferencia
11792,F,44,Francisco de Orellana,0.81,15.78,104,266,10,1,0,98,7,No,1858,1,0,3,PayPal
11793,F,63,Orellana,0.29,36.59,12,515,4,2,3,54,4,No,990,0,1,2,Tarjeta
11794,M,35,El Oro,0.63,24.55,62,286,12,4,1,50,2,No,981,1,1,13,PayPal
11795,F,61,Sucumbíos,2.75,24.72,100,212,13,1,0,82,5,No,213,0,0,7,PayPal
11796,F,63,Quito,1.13,3.67,69,419,14,2,1,35,8,No,160,1,0,1,Tarjeta
11797,F,42,Chimborazo,0.59,45.7,43,225,13,2,1,6,9,No,1810,1,1,7,PayPal
11798,M,18,Latacunga,6.18,38.75,16,135,2,4,1,76,7,No,1412,1,1,7,Efectivo
11799,F,32,Zamora Chinchipe,1.55,53.13,47,226,16,4,0,51,2,Sí,1351,1,0,14,Tarjeta
11800,M,69,Cañar,0.62,36.55,14,412,11,4,1,61,8,No,368,0,0,10,Transferencia
11801,M,20,Cuenca,2.78,-0.2,105,523,10,4,1,52,3,Sí,1868,0,1,4,PayPal
11802,F,67,Guayas,1.32,27.26,60,590,10,5,2,16,1,No,465,0,0,1,PayPal
11803,F,34,Ambato,11.65,67.47,5,185,19,5,4,74,9,Sí,788,1,0,10,Transferencia
11804,F,27,Azuay,0.0,24.37,0,92,17,5,1,73,5,Sí,962,1,0,0,Efectivo
11805,F,28,Santo Domingo,0.44,48.16,4,251,9,4,2,85,2,No,1709,0,1,6,Tarjeta
11806,F,46,Esmeraldas,0.04,40.26,29,324,19,2,1,35,7,Sí,1199,1,1,2,Efectivo
11807,M,55,Azogues,0.14,33.06,34,203,12,1,0,24,1,No,491,1,1,8,Tarjeta
11808,M,42,Cañar,1.07,48.53,42,82,13,4,1,8,8,No,1072,1,1,13,Tarjeta
11809,F,51,Tena,0.22,27.91,6,124,8,2,2,36,2,Sí,556,1,0,13,Efectivo
11810,F,68,Cañar,0.04,48.69,112,510,11,2,1,95,1,No,1128,0,0,6,Tarjeta
11811,F,51,Esmeraldas,0.12,48.1,45,493,19,2,2,10,3,No,1036,1,1,13,Tarjeta
11812,F,47,Cañar,1.2,38.65,3,478,6,5,2,67,9,No,587,0,1,9,Transferencia
11813,F,22,Tungurahua,1.77,60.21,30,252,5,5,1,63,4,Sí,1895,0,0,5,Transferencia
11814,M,27,Orellana,2.12,62.0,103,304,5,1,1,42,0,No,268,0,0,1,Tarjeta
11815,M,63,Cotopaxi,4.86,31.8,93,597,9,1,1,98,8,Sí,1475,1,0,3,Tarjeta
11816,F,39,Babahoyo,1.58,41.96,108,413,7,1,0,80,5,No,115,0,1,4,Tarjeta
11817,F,24,Esmeraldas,0.63,45.32,68,123,19,5,3,91,4,Sí,1685,1,1,5,Tarjeta
11818,M,36,Pichincha,6.37,45.97,116,173,12,1,2,85,6,No,619,0,0,8,Transferencia
11819,M,18,Sucumbíos,0.39,41.91,49,277,12,4,1,1,8,Sí,697,0,0,13,Efectivo
11820,M,65,El Oro,0.51,37.27,59,227,18,1,1,64,0,Sí,1374,0,1,11,Efectivo
11821,M,69,Tena,2.64,28.05,110,366,10,2,1,21,5,Sí,1725,1,0,3,Efectivo
11822,F,69,Babahoyo,0.91,38.15,30,182,15,3,3,10,2,No,1560,1,1,2,Tarjeta
11823,F,59,Riobamba,1.38,55.87,102,89,12,5,3,81,3,No,1130,0,1,5,PayPal
11824,F,46,Ambato,1.92,46.82,29,405,8,2,2,62,2,No,1874,1,0,2,Efectivo
11825,M,34,Tena,0.92,49.72,21,482,9,5,1,39,6,Sí,297,1,0,14,Tarjeta
11826,M,56,Tulcán,1.6,30.54,95,470,7,4,2,17,0,No,1186,1,1,0,Efectivo
11827,M,33,Santo Domingo,0.02,53.11,80,583,16,5,5,22,3,Sí,862,1,0,8,Transferencia
11828,F,40,Portoviejo,0.96,44.11,101,276,6,3,1,79,6,Sí,960,1,0,8,Efectivo
11829,F,65,Santo Domingo de los Tsáchilas,0.83,62.55,48,588,12,2,1,87,9,No,1946,0,0,0,PayPal
11830,F,32,Azuay,0.2,66.76,8,138,4,3,3,33,5,No,1827,1,0,1,Transferencia
11831,M,36,Puerto Baquerizo Moreno,0.81,29.16,85,507,6,4,0,23,1,Sí,1944,1,0,12,PayPal
11832,F,32,Macas,2.74,27.9,77,329,16,5,0,33,4,No,453,0,1,3,PayPal
11833,M,51,Bolívar,1.2,43.9,70,244,16,3,4,48,1,No,782,0,1,6,Efectivo
