cliente_id,genero,edad,ubicacion,frecuencia_compra,promedio_gasto,dias_desde_ultima_compra,tiempo_promedio_sesion,paginas_vistas_promedio,nivel_satisfaccion,carritos_abandonados,total_compras,email_abierto_30d,cliente_abandona
23714,F,50,Guaranda,1.41,83.67,90,313,18,5,3,19,6,No
23715,M,59,Portoviejo,0.71,72.67,78,469,8,1,1,62,7,No
23716,F,19,Chimborazo,0.57,85.88,81,472,16,5,4,56,2,Sí
23717,F,56,Tungurahua,0.66,20.1,79,114,19,3,1,13,1,No
23718,F,63,Manabí,1.31,25.42,95,73,8,1,0,64,2,Sí
23719,F,65,Azuay,3.93,24.33,96,136,9,2,0,69,2,No
23720,F,44,Francisco de Orellana,1.26,67.11,70,168,6,5,3,45,0,No
23721,M,32,Cañar,1.48,99.76,96,300,19,3,1,30,6,No
23722,M,24,Tungurahua,4.42,47.36,48,479,14,2,2,88,6,Sí
23723,F,62,Azuay,2.27,92.22,1,269,11,1,2,30,3,No
23724,F,59,Sucumbíos,2.59,90.32,112,148,14,1,2,61,6,Sí
23725,M,26,Nueva Loja,0.11,83.07,26,535,10,2,4,8,8,No
23726,F,58,Galápagos,0.5,53.18,93,216,15,4,3,71,3,No
23727,F,23,Puerto Baquerizo Moreno,3.73,38.64,23,509,4,5,4,48,0,No
23728,F,29,Riobamba,1.73,15.04,84,73,10,1,4,47,9,No
23729,M,47,Ibarra,0.83,53.11,99,96,2,1,3,97,5,No
23730,M,37,Nueva Loja,2.2,88.63,77,538,19,5,0,19,2,No
23731,F,37,Cañar,0.32,53.29,2,160,2,3,0,88,7,Sí
23732,F,63,Guayaquil,3.58,10.15,106,358,1,4,4,49,5,Sí
23733,M,44,Santa Elena,0.49,81.59,96,288,8,5,0,53,1,Sí
23734,M,37,Portoviejo,0.37,21.61,3,379,19,5,4,28,3,No
23735,F,24,Pichincha,2.16,24.81,28,593,13,5,1,16,6,No
23736,F,57,Santo Domingo de los Tsáchilas,2.98,31.04,67,408,4,5,2,87,5,No
23737,M,57,Babahoyo,3.84,27.49,18,421,4,5,2,75,7,No
23738,M,47,Tena,0.45,74.5,106,339,8,1,2,26,0,Sí
23739,M,25,Santo Domingo de los Tsáchilas,1.74,94.66,37,436,3,5,0,86,1,No
23740,F,19,Napo,1.42,20.54,109,515,12,1,2,50,9,No
23741,M,31,Zamora,3.74,45.1,99,342,13,2,3,95,5,No
23742,F,27,El Oro,1.91,64.13,55,377,11,5,4,98,7,Sí
23743,M,67,Orellana,3.18,52.54,105,400,19,4,3,97,1,No
23744,M,35,Cotopaxi,2.5,41.42,32,393,2,5,4,91,3,No
23745,M,35,Cañar,2.89,30.12,111,570,18,5,3,89,3,No
23746,M,33,Guayas,1.89,59.76,91,151,11,4,0,16,5,Sí
23747,F,69,Chimborazo,1.27,55.74,61,51,17,2,0,16,1,No
23748,F,22,Tulcán,0.39,99.23,89,422,6,5,3,47,9,No
23749,M,69,Los Ríos,0.95,51.74,110,417,9,1,4,3,6,No
23750,F,48,Morona Santiago,0.95,89.61,59,53,3,4,4,86,6,Sí
23751,M,54,Santo Domingo,4.68,94.98,91,210,1,4,0,85,9,Sí
23752,M,37,Santo Domingo,4.69,39.55,97,585,15,5,0,37,0,No
23753,M,40,Tungurahua,1.35,36.91,108,58,14,4,3,26,6,No
23754,M,49,Napo,0.62,94.79,111,288,8,5,0,51,6,No
23755,F,59,Zamora Chinchipe,1.48,62.0,72,190,14,1,1,75,4,Sí
23756,M,34,Cuenca,4.0,27.28,84,416,12,3,2,8,3,No
23757,M,30,Francisco de Orellana,4.37,33.01,61,109,9,2,2,54,0,No
23758,F,66,Machala,2.56,11.83,97,162,4,2,1,7,3,Sí
23759,M,67,Pastaza,2.75,38.98,9,124,9,1,1,74,5,No
23760,M,30,Tena,2.35,65.89,60,145,11,4,0,24,8,No
23761,M,34,Orellana,1.0,38.06,41,72,5,1,1,14,7,No
23762,F,32,Ibarra,0.34,30.57,70,455,14,1,4,38,6,No
23763,M,43,Azogues,3.14,15.29,64,332,2,3,4,85,7,Sí
23764,F,61,Azuay,4.01,86.2,67,187,17,4,0,58,8,No
23765,M,45,Orellana,3.77,68.26,88,410,8,4,1,51,6,No
23766,M,59,Riobamba,4.51,91.77,117,468,12,1,1,83,5,Sí
23767,F,62,Esmeraldas,4.09,11.97,17,440,15,3,0,1,0,No
23768,M,47,Cañar,1.51,92.97,71,168,14,5,2,41,6,No
23769,M,60,Orellana,0.67,57.1,113,247,8,2,2,40,7,No
23770,F,52,Tungurahua,2.21,22.17,39,466,18,3,4,30,5,No
23771,F,39,Quito,1.81,32.67,113,266,1,5,3,16,6,No
23772,F,27,Orellana,3.67,23.05,71,510,13,2,1,37,5,No
23773,F,28,Quito,0.43,30.37,26,563,8,4,2,87,9,No
23774,F,55,Babahoyo,4.72,33.64,49,184,16,3,2,47,1,No
23775,M,50,Cañar,4.79,62.49,2,382,5,3,2,51,7,No
23776,F,23,Pichincha,0.53,33.52,118,327,16,2,2,32,5,No
23777,M,54,Imbabura,2.23,54.23,3,211,11,4,0,85,3,Sí
23778,M,24,Zamora Chinchipe,4.51,67.79,47,143,16,4,2,27,8,Sí
23779,M,61,Santo Domingo,1.02,80.06,93,417,17,5,3,16,9,Sí
23780,F,29,Imbabura,3.49,89.46,94,551,15,2,4,29,0,Sí
23781,F,24,Cañar,3.58,24.3,2,189,1,5,4,27,5,No
23782,M,19,Machala,1.24,67.98,86,399,6,3,0,72,7,No
23783,F,18,Chimborazo,0.13,20.17,73,420,10,4,2,5,2,Sí
23784,F,40,Zamora Chinchipe,3.36,31.12,86,71,11,4,3,80,6,Sí
23785,F,42,Pichincha,3.12,61.3,73,302,11,4,2,16,2,No
23786,F,35,Santa Elena,3.28,95.26,72,192,10,1,1,68,9,Sí
23787,M,61,Riobamba,0.87,64.78,100,551,2,2,2,44,3,Sí
23788,M,24,Orellana,3.06,88.83,40,403,7,5,1,95,9,No
23789,F,68,Imbabura,2.75,70.46,40,174,16,5,2,77,3,No
23790,M,20,Zamora Chinchipe,2.32,77.44,84,131,4,4,2,40,1,Sí
23791,F,46,Pichincha,3.91,29.93,31,387,6,4,1,9,6,No
23792,F,27,Carchi,2.0,53.76,7,82,3,1,4,72,2,No
23793,M,60,Quito,1.83,82.4,33,265,8,3,3,38,6,No
23794,M,22,Cuenca,2.75,69.45,37,495,9,4,4,32,3,No
23795,M,51,Cuenca,4.73,12.8,17,405,10,3,3,10,5,No
23796,F,25,Guayas,1.79,70.13,94,460,11,5,0,24,7,No
23797,M,31,Carchi,2.28,27.29,0,289,3,4,4,13,1,No
23798,F,57,Cañar,1.4,93.79,56,409,3,4,3,78,2,No
23799,M,23,Pastaza,3.43,93.62,83,452,4,1,0,52,3,No
23800,M,18,Santo Domingo de los Tsáchilas,1.88,86.04,15,546,12,3,3,6,1,No
23801,F,50,El Oro,3.49,27.58,1,132,14,5,0,57,7,No
23802,F,57,Chimborazo,0.81,20.27,57,103,16,4,1,37,9,Sí
23803,F,28,Portoviejo,1.39,90.17,24,214,14,2,3,40,8,No
23804,F,67,Esmeraldas,1.11,53.44,105,475,4,2,1,37,0,Sí
23805,F,41,Carchi,3.91,88.95,83,349,15,4,3,56,8,Sí
23806,F,27,Loja,0.54,87.01,99,534,9,4,3,25,0,No
23807,F,61,Macas,1.33,87.35,107,167,7,5,4,9,4,Sí
23808,F,69,Esmeraldas,2.59,30.82,14,151,2,2,3,50,6,Sí
23809,M,40,Imbabura,0.53,69.3,11,94,16,4,0,28,4,Sí
23810,F,33,Sucumbíos,0.15,94.5,15,66,11,2,0,32,1,No
23811,F,54,Zamora,3.49,40.17,66,508,11,5,0,36,9,No
23812,M,33,Guaranda,3.11,69.34,102,266,12,2,3,12,0,Sí
23813,F,61,Cuenca,0.14,42.96,55,580,7,2,3,76,9,Sí
23814,M,48,Tulcán,0.34,33.78,59,372,18,3,1,49,4,Sí
23815,M,23,Azogues,1.17,83.3,4,503,12,5,4,85,5,No
23816,F,47,Azogues,4.54,27.02,105,384,7,4,4,90,8,No
23817,M,54,Francisco de Orellana,3.3,19.77,116,108,7,4,4,25,4,Sí
23818,F,18,Bolívar,4.04,34.72,16,384,18,5,0,92,4,Sí
23819,M,68,Babahoyo,3.82,50.25,57,573,17,3,0,14,2,Sí
23820,M,59,Latacunga,4.92,81.98,84,212,9,1,3,47,3,Sí
23821,M,42,Esmeraldas,4.76,30.99,4,429,11,5,2,69,0,No
23822,F,63,Morona Santiago,0.43,91.65,16,98,10,4,1,87,7,No
23823,F,38,Guayaquil,0.21,59.49,75,271,18,3,2,88,9,Sí
23824,M,52,Pastaza,2.54,74.2,78,577,13,1,1,14,8,No
23825,M,55,Tungurahua,1.43,32.6,88,416,17,1,1,19,6,Sí
23826,F,22,El Oro,2.57,85.87,35,125,9,5,2,54,2,Sí
23827,F,66,Azuay,0.54,12.81,65,414,13,1,1,27,0,No
23828,M,67,Azogues,4.55,29.02,87,510,6,5,4,70,6,Sí
23829,M,29,Cotopaxi,3.89,80.2,48,389,9,1,0,37,2,No
23830,F,22,Santo Domingo de los Tsáchilas,2.81,15.84,81,324,10,1,4,7,6,Sí
23831,F,26,Bolívar,2.38,63.38,18,442,8,5,0,49,7,No
23832,F,61,El Oro,2.4,75.07,30,175,5,1,2,28,6,Sí
23833,F,69,Azuay,3.12,61.56,34,208,12,2,2,37,2,Sí
23834,F,26,Tulcán,2.77,19.12,36,588,4,5,3,49,1,No
23835,M,52,Riobamba,2.46,63.86,13,364,9,2,1,79,2,Sí
23836,F,18,Los Ríos,3.43,65.02,63,349,16,3,4,64,7,No
23837,M,64,Pastaza,3.85,53.67,82,523,15,5,2,69,3,Sí
23838,F,27,Machala,3.25,42.8,109,512,11,5,0,20,5,No
23839,M,63,Orellana,2.02,31.92,114,431,7,5,4,8,9,No
23840,F,56,Cotopaxi,2.13,16.91,0,218,2,3,0,19,7,No
23841,F,53,Loja,0.58,13.17,23,515,14,1,2,1,5,No
23842,M,54,Tungurahua,2.13,81.23,36,80,7,3,4,28,9,Sí
23843,M,69,Cañar,3.95,57.3,23,475,2,4,3,22,5,Sí
23844,F,65,Sucumbíos,0.43,23.29,80,475,7,3,4,56,3,No
23845,F,52,Chimborazo,0.96,18.49,56,596,6,1,4,14,4,No
23846,F,34,Bolívar,4.23,18.2,80,456,2,4,3,7,5,Sí
23847,F,30,Machala,2.88,22.98,114,52,8,3,3,99,9,Sí
23848,F,23,Cotopaxi,3.39,12.57,108,47,19,5,3,8,3,No
23849,M,54,Puyo,1.68,78.85,43,352,18,2,0,44,3,Sí
23850,M,65,Guayas,2.5,43.01,55,232,17,4,1,69,2,No
23851,F,49,Azogues,3.83,35.89,79,67,11,1,0,50,0,No
23852,M,28,El Oro,4.39,51.49,0,162,5,5,2,97,0,Sí
23853,M,34,Imbabura,4.87,37.97,118,439,2,5,4,83,3,No
23854,M,22,Los Ríos,4.27,72.75,4,362,11,3,2,57,0,Sí
23855,F,23,Tungurahua,0.43,36.78,109,303,1,3,4,59,9,No
23856,M,27,Tulcán,1.78,65.87,44,72,2,4,4,78,5,Sí
23857,F,50,Cotopaxi,3.77,43.69,2,483,8,2,2,75,4,Sí
23858,M,47,Tena,2.15,46.83,58,495,2,2,4,25,0,No
23859,F,38,Santo Domingo,2.24,80.47,55,62,13,5,4,23,6,Sí
23860,M,59,Machala,3.99,56.68,27,89,17,3,4,49,5,Sí
23861,F,34,Portoviejo,4.18,46.5,86,64,15,3,1,12,3,No
23862,F,44,Loja,3.98,39.52,65,581,14,2,4,5,2,No
23863,M,20,Bolívar,1.84,69.0,28,435,7,5,3,66,3,Sí
23864,F,46,Bolívar,1.22,66.4,11,552,3,5,2,68,7,No
23865,F,19,Galápagos,1.86,17.5,8,296,18,1,4,40,0,Sí
23866,F,46,Machala,3.54,70.72,37,533,13,5,4,16,2,Sí
23867,F,66,Tulcán,1.89,50.69,95,335,4,5,2,37,0,Sí
23868,F,53,Guaranda,0.37,97.66,73,516,4,5,4,90,5,Sí
23869,F,51,Azuay,4.02,52.16,49,347,14,5,1,89,1,No
23870,F,54,Galápagos,0.41,94.9,79,498,18,4,3,75,7,Sí
23871,F,59,Puyo,4.98,82.35,108,202,7,5,1,46,8,Sí
23872,M,18,Sucumbíos,4.32,97.1,81,401,9,5,1,25,1,Sí
23873,M,43,Bolívar,4.79,28.53,13,208,4,3,1,35,1,No
23874,F,18,Guayaquil,4.18,39.91,16,150,16,1,1,96,4,No
23875,F,21,Santo Domingo de los Tsáchilas,0.6,62.95,91,152,5,3,0,99,7,Sí
23876,M,56,Carchi,2.15,18.76,44,381,2,1,4,11,5,Sí
23877,M,31,Manabí,4.55,74.03,83,246,6,1,4,33,5,Sí
23878,M,63,Tulcán,0.55,34.22,84,489,16,2,4,42,2,Sí
23879,F,35,Los Ríos,1.6,23.45,61,354,15,3,0,13,4,No
23880,M,51,Loja,2.39,15.31,104,211,8,2,3,24,7,Sí
23881,F,18,Santo Domingo,2.3,47.35,8,362,11,3,2,73,9,Sí
23882,F,39,Sucumbíos,4.73,21.46,109,409,5,4,1,74,2,Sí
23883,M,33,Esmeraldas,2.04,54.91,97,230,4,3,0,26,4,No
23884,F,39,Ambato,1.27,46.81,6,89,18,2,3,95,2,No
23885,F,67,Ambato,2.28,88.38,69,262,11,3,0,75,1,No
23886,F,33,Santo Domingo,2.04,16.56,4,516,11,4,2,99,1,Sí
23887,F,45,Latacunga,3.15,87.38,77,148,7,5,1,29,1,No
23888,M,45,Francisco de Orellana,4.97,74.35,28,417,1,5,0,89,5,No
23889,M,39,Tungurahua,2.8,68.14,3,365,15,1,1,99,1,No
23890,F,23,Pichincha,2.36,97.77,11,197,4,5,2,93,6,No
23891,F,42,Santa Elena,3.01,14.43,110,149,5,2,3,22,1,Sí
23892,M,59,Ibarra,4.9,54.15,117,506,8,4,4,1,3,Sí
23893,F,19,El Oro,3.16,75.63,9,316,3,5,0,17,4,No
23894,M,24,Pastaza,0.7,58.1,49,261,14,3,4,37,5,No
23895,F,34,Zamora Chinchipe,4.57,38.84,3,196,16,2,2,24,7,No
23896,F,52,Babahoyo,3.0,12.36,0,538,9,4,0,73,1,No
23897,M,37,Riobamba,0.87,68.69,111,148,3,5,1,93,0,No
23898,M,61,Esmeraldas,1.23,87.9,47,131,18,1,1,27,0,Sí
23899,M,19,Azogues,0.69,74.65,37,65,10,4,0,24,9,No
23900,M,24,Tulcán,4.81,14.6,72,353,13,4,1,97,7,No
23901,F,49,Imbabura,0.45,73.09,20,61,19,4,3,63,1,No
23902,M,66,Riobamba,3.85,76.38,24,274,18,5,2,34,6,No
23903,F,36,Tulcán,1.75,69.7,103,381,9,1,1,95,0,No
23904,M,29,Napo,0.5,63.01,12,274,15,1,0,73,6,No
23905,M,26,Imbabura,2.23,73.13,55,310,12,1,0,93,4,No
23906,F,44,Puyo,0.1,61.85,85,205,6,4,3,99,7,No
23907,M,31,Guayaquil,4.1,53.12,106,466,8,2,3,3,1,No
23908,M,19,Portoviejo,2.76,58.27,23,113,16,5,0,37,1,Sí
23909,M,38,El Oro,2.31,16.49,35,519,17,1,0,27,1,Sí
23910,M,21,Portoviejo,4.16,57.3,49,598,6,5,1,86,7,No
23911,F,68,Cuenca,2.64,73.32,102,493,15,4,0,80,0,No
23912,F,38,El Oro,3.02,54.43,90,488,6,3,0,47,8,No
23913,M,65,Imbabura,4.09,60.13,35,531,11,3,3,31,9,Sí
23914,M,39,Los Ríos,3.63,78.76,105,358,10,1,2,11,6,No
23915,M,66,Latacunga,3.33,22.72,10,579,5,1,3,37,6,No
23916,F,19,Esmeraldas,3.55,77.49,28,399,14,5,3,53,3,No
23917,F,34,Guayaquil,1.39,43.62,9,525,18,3,3,85,6,No
23918,F,36,Santa Elena,0.67,80.7,37,485,12,1,4,62,3,No
23919,F,57,Puerto Baquerizo Moreno,3.15,29.77,80,205,15,2,1,64,2,No
23920,M,41,Quito,1.2,81.47,108,215,5,4,2,90,6,Sí
23921,M,37,Santo Domingo,0.33,81.23,35,422,16,4,4,79,2,No
23922,M,55,Imbabura,1.35,38.91,75,538,1,5,4,76,0,Sí
23923,F,29,Babahoyo,3.63,81.64,19,81,9,4,1,18,9,Sí
23924,M,42,Cotopaxi,3.57,21.15,33,101,15,1,2,71,6,Sí
23925,F,40,Cotopaxi,4.53,82.85,59,505,5,3,0,60,8,No
23926,F,67,Azuay,3.41,23.18,119,580,17,2,0,49,2,No
23927,M,51,Guayas,2.25,98.7,35,516,14,3,0,90,2,No
23928,M,49,Azuay,1.38,62.86,89,478,10,4,1,52,1,Sí
23929,M,68,Napo,3.82,80.35,43,191,10,1,4,80,3,No
23930,F,41,Puyo,2.12,60.71,58,183,2,3,2,1,9,Sí
23931,F,59,Pichincha,4.1,62.09,46,244,12,2,0,98,3,Sí
23932,M,42,Quito,4.27,53.46,19,134,17,1,3,37,7,No
23933,M,20,Latacunga,1.82,22.44,94,295,3,5,1,35,3,Sí
23934,F,42,Nueva Loja,1.78,34.48,37,356,9,4,0,5,6,Sí
23935,M,45,Zamora,4.58,94.23,10,126,12,1,3,56,3,Sí
23936,F,29,Zamora,2.05,43.54,67,295,8,2,3,55,7,No
23937,F,43,Guayaquil,3.56,15.06,80,281,2,3,1,96,2,No
23938,M,65,Quito,1.95,81.76,109,291,10,3,3,86,5,No
23939,M,61,Pastaza,3.68,74.2,66,509,6,5,0,89,0,Sí
23940,M,25,Sucumbíos,0.95,37.68,39,395,17,2,1,68,2,No
23941,M,22,Santo Domingo de los Tsáchilas,4.2,43.4,33,171,8,3,3,25,1,No
23942,F,28,Ambato,4.92,54.21,23,486,18,1,3,96,1,No
23943,F,59,Francisco de Orellana,3.85,22.84,111,47,14,4,3,46,4,No
23944,F,52,Azogues,1.86,99.31,78,238,14,3,1,60,1,No
23945,M,44,Cañar,2.82,44.02,101,56,14,5,3,74,0,No
23946,F,58,Morona Santiago,3.38,87.2,56,467,11,5,0,93,0,No
23947,M,61,Pichincha,1.05,84.55,65,248,5,1,0,42,0,Sí
23948,M,55,Guayaquil,1.49,33.86,29,239,13,2,4,6,9,No
23949,M,36,Cotopaxi,4.03,17.13,112,365,3,1,2,71,3,No
23950,M,65,Machala,4.73,50.3,81,153,1,2,4,47,3,No
23951,M,49,Macas,1.43,29.7,52,68,8,3,1,82,2,No
23952,M,63,Riobamba,0.82,44.13,38,304,14,1,4,4,1,No
23953,F,45,Bolívar,4.91,92.69,38,585,7,3,1,38,0,No
23954,M,53,Cotopaxi,1.67,62.65,72,62,8,2,4,35,7,No
23955,F,35,Manabí,3.91,48.01,52,220,5,3,2,96,9,Sí
23956,F,27,Puerto Baquerizo Moreno,1.96,63.42,72,59,1,3,1,45,0,No
23957,M,49,Zamora Chinchipe,4.75,19.4,55,248,8,5,0,28,2,No
23958,M,35,Cuenca,3.04,78.43,23,570,9,4,2,27,1,Sí
23959,M,29,Babahoyo,2.13,60.96,47,201,1,4,0,1,4,Sí
23960,F,68,Sucumbíos,0.97,97.3,52,519,4,2,4,85,3,Sí
23961,M,25,Sucumbíos,1.35,45.49,36,192,9,4,4,58,8,No
23962,F,50,Chimborazo,4.3,26.83,113,342,2,2,0,33,8,No
23963,M,63,Orellana,0.38,26.15,83,131,4,4,3,90,2,No
23964,M,55,Machala,0.87,87.16,43,517,17,3,3,82,3,No
23965,F,31,Santo Domingo,1.04,51.47,36,69,18,1,2,33,8,Sí
23966,F,19,Cuenca,0.45,36.26,51,340,12,3,4,39,8,Sí
23967,M,26,Francisco de Orellana,3.46,80.97,86,573,8,3,2,20,5,Sí
23968,F,61,Guayaquil,4.91,76.34,90,398,8,2,0,50,4,Sí
23969,F,22,Azuay,0.78,91.93,10,285,6,1,3,79,9,No
23970,F,51,Nueva Loja,4.01,87.95,53,295,5,2,4,19,9,No
23971,F,36,Zamora Chinchipe,0.96,18.8,92,122,15,2,2,40,2,No
23972,F,24,Loja,4.87,25.45,92,595,12,3,0,78,1,No
23973,M,56,Azogues,2.58,51.46,54,393,4,4,1,26,9,Sí
23974,M,59,Cuenca,4.25,90.53,74,421,17,4,0,35,1,No
23975,F,34,Azuay,0.94,77.16,42,564,17,1,2,72,1,No
23976,M,43,Imbabura,4.44,21.72,74,280,14,5,1,22,0,No
23977,M,63,Babahoyo,0.5,27.07,95,578,19,5,3,23,9,No
23978,F,44,Quito,0.21,51.77,103,162,11,3,1,60,7,No
23979,M,60,Puerto Baquerizo Moreno,3.57,71.96,47,594,15,3,0,58,9,Sí
23980,F,45,Portoviejo,0.62,27.59,47,542,4,1,1,37,6,Sí
23981,F,37,El Oro,4.34,17.5,49,461,7,5,3,79,7,No
23982,M,23,Guayaquil,3.14,11.67,88,480,6,1,4,20,8,Sí
23983,F,25,Tungurahua,1.72,21.75,113,419,7,2,2,14,6,No
23984,F,49,Sucumbíos,1.46,46.89,82,471,10,2,2,8,4,No
23985,F,36,Esmeraldas,0.5,87.81,24,414,17,2,1,43,5,No
23986,F,49,Riobamba,3.46,13.66,59,167,4,4,1,23,8,Sí
23987,F,36,Los Ríos,4.59,71.18,82,143,6,1,3,88,9,No
23988,M,41,Cotopaxi,3.81,22.06,18,245,7,1,4,65,3,No
23989,M,41,Macas,3.14,54.25,107,225,9,2,1,20,7,Sí
23990,F,34,Azogues,0.68,35.87,88,362,6,1,2,26,1,Sí
23991,F,35,Puerto Baquerizo Moreno,4.16,85.47,70,52,11,5,0,2,3,No
23992,M,29,Orellana,4.83,69.78,15,424,11,3,0,3,6,Sí
23993,F,58,Ambato,1.39,36.72,26,134,7,3,4,20,9,Sí
23994,M,40,Bolívar,2.16,55.29,32,560,17,1,2,10,7,Sí
23995,F,65,Azuay,0.17,78.1,105,354,12,4,3,29,1,Sí
23996,F,35,Nueva Loja,4.18,88.03,12,176,1,5,2,64,2,No
23997,F,33,Zamora Chinchipe,0.2,65.76,78,160,9,5,1,23,5,No
23998,F,33,Tungurahua,2.48,65.31,17,333,15,4,3,64,9,No
23999,F,53,Sucumbíos,2.92,19.27,4,163,9,1,4,59,2,No
24000,F,40,Morona Santiago,0.37,56.92,50,271,7,1,2,30,6,No
24001,F,39,Morona Santiago,0.96,83.37,70,404,8,3,2,68,8,Sí
24002,M,56,Pastaza,3.98,71.42,49,464,16,5,2,24,9,Sí
24003,M,50,Bolívar,1.34,14.28,33,468,12,3,2,46,4,Sí
24004,M,41,Napo,3.65,72.96,13,123,10,5,2,83,8,No
24005,F,37,Azuay,3.77,46.24,31,523,3,5,2,57,9,Sí
24006,F,50,El Oro,2.1,71.56,19,515,5,2,2,51,2,Sí
24007,F,48,Santo Domingo,0.41,83.01,85,452,18,1,3,69,2,Sí
24008,F,57,Latacunga,0.15,25.7,31,435,10,4,4,13,3,No
24009,F,25,Santo Domingo de los Tsáchilas,2.51,88.36,39,116,16,4,3,52,6,No
24010,F,27,Riobamba,0.45,27.51,108,164,16,5,1,14,1,Sí
24011,F,18,Loja,3.66,35.85,39,287,16,4,4,68,2,Sí
24012,M,38,Santo Domingo de los Tsáchilas,1.97,71.25,20,32,13,3,0,68,0,Sí
24013,F,42,Galápagos,3.45,75.46,34,341,13,5,2,67,8,Sí
24014,M,49,Sucumbíos,2.1,48.32,11,333,5,2,4,38,5,No
24015,M,63,Guayas,3.18,20.14,35,297,5,4,3,67,1,Sí
24016,F,63,Tena,4.18,92.57,12,439,11,1,4,63,2,Sí
24017,F,27,Cotopaxi,4.43,41.2,107,206,4,5,4,39,8,No
24018,M,68,Zamora,0.18,97.05,48,576,6,4,1,52,4,No
24019,M,65,Imbabura,3.26,86.43,50,143,9,5,1,25,8,No
24020,F,26,Azuay,2.86,36.59,111,599,15,1,4,45,8,Sí
24021,F,37,Cañar,3.22,77.32,79,268,3,4,0,7,6,Sí
24022,M,65,Zamora,0.38,34.6,25,179,5,2,4,46,8,No
24023,F,37,Carchi,0.44,12.27,118,59,9,2,3,25,3,Sí
24024,F,57,Babahoyo,2.54,33.66,92,494,8,4,2,28,5,No
24025,F,24,Tena,0.38,24.41,107,419,12,1,3,44,9,Sí
24026,M,28,Latacunga,3.9,37.71,11,436,8,4,4,5,5,No
24027,M,38,Cuenca,3.89,53.01,95,485,19,2,0,59,2,No
24028,M,55,Pastaza,0.67,23.55,75,68,2,4,3,45,6,Sí
24029,F,64,Carchi,2.33,18.71,46,206,8,5,0,69,0,No
24030,F,36,Santo Domingo,3.02,55.78,42,531,2,3,1,33,7,Sí
24031,M,63,Bolívar,4.31,41.29,59,116,6,1,2,34,0,Sí
24032,M,32,Loja,4.94,50.21,78,323,1,5,1,82,6,Sí
24033,M,23,Santo Domingo,0.18,99.13,113,567,4,1,2,37,5,No
24034,F,27,Portoviejo,2.43,41.65,33,550,19,4,4,79,7,No
24035,M,63,Macas,4.04,64.31,78,162,19,1,1,60,2,No
24036,M,33,Francisco de Orellana,4.0,53.55,30,115,4,3,0,84,4,No
24037,F,62,Riobamba,2.75,76.35,98,149,2,2,1,55,1,No
24038,F,28,Zamora,0.99,98.64,22,429,13,5,4,98,4,No
24039,F,52,Guaranda,2.84,57.11,115,117,19,3,4,49,6,No
24040,M,25,Macas,2.02,41.54,27,272,5,3,3,29,8,No
24041,F,45,Azuay,2.1,24.62,41,401,12,1,3,56,9,No
24042,F,20,Ambato,1.71,83.11,62,399,14,4,3,81,7,No
24043,M,19,Riobamba,0.81,16.62,59,206,15,2,4,68,8,Sí
24044,F,31,Pichincha,3.72,62.33,53,588,4,1,1,27,1,No
24045,M,69,Portoviejo,3.57,78.75,26,128,16,1,0,23,1,No
24046,M,46,Pastaza,2.76,27.27,115,365,14,5,2,9,2,No
24047,F,64,Cotopaxi,1.84,53.27,107,421,7,4,2,83,8,Sí
24048,F,20,Pastaza,4.13,45.72,47,294,8,1,4,9,1,No
24049,F,18,Puyo,0.88,28.94,67,150,5,3,2,46,8,No
24050,F,32,Santo Domingo,2.23,89.38,42,240,15,3,1,41,2,Sí
24051,F,37,Nueva Loja,3.3,57.91,1,269,3,2,4,99,5,No
24052,F,39,Zamora Chinchipe,4.13,87.07,77,440,8,2,4,4,8,Sí
24053,M,51,Pichincha,3.28,86.63,73,93,16,2,3,23,3,No
24054,M,67,El Oro,0.68,98.21,19,331,14,1,4,65,2,No
24055,F,50,Machala,0.6,92.76,53,148,10,5,4,50,2,Sí
24056,M,26,Macas,0.35,75.93,86,226,2,2,3,47,9,No
24057,F,20,Tulcán,2.84,70.79,2,467,11,1,1,26,1,No
24058,M,19,Santa Elena,1.29,24.76,19,142,14,5,1,97,7,No
24059,M,21,Carchi,0.88,48.65,103,553,15,3,0,49,6,No
24060,M,33,Carchi,0.52,60.72,22,234,4,4,4,16,3,No
24061,F,50,Tena,3.24,15.57,58,175,2,5,1,76,3,No
24062,M,26,Guayas,3.79,23.92,66,423,19,1,4,51,3,No
24063,F,57,Macas,4.3,67.67,1,129,9,1,0,85,5,Sí
24064,M,55,Napo,3.02,23.23,109,545,19,5,4,11,3,No
24065,M,69,Tena,1.84,40.46,32,529,11,2,4,21,8,Sí
24066,M,35,Orellana,2.41,13.36,48,69,13,1,2,95,4,No
24067,M,33,Babahoyo,3.22,25.28,108,332,8,2,3,53,6,No
24068,M,25,Santo Domingo de los Tsáchilas,3.59,59.9,111,440,12,1,4,95,3,Sí
24069,F,40,Zamora,3.26,67.78,20,251,18,2,1,54,7,Sí
24070,F,53,Sucumbíos,4.81,19.26,61,592,13,4,4,67,5,Sí
24071,M,20,Zamora,3.78,31.73,101,240,7,2,2,41,1,No
24072,M,32,Loja,3.78,45.61,24,344,9,1,3,56,5,Sí
24073,M,55,Bolívar,4.12,71.42,57,89,6,4,4,31,5,No
24074,M,50,Quito,2.36,16.75,15,373,12,2,0,13,8,No
24075,F,35,Guaranda,1.39,50.4,28,300,3,4,4,77,8,No
